OTU,taxonomy,,,,,,,,,,,,,,,
OTU81,d__Bacteria;_k__norank;_p__Proteobacteria;_c__Gammaproteobacteria;_o__norank_c__Gammaproteobacteria;_f__norank_c__Gammaproteobacteria;_g__norank_c__Gammaproteobacteria;_s__gamma_proteobacterium_HdN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU82,d__Bacteria;_k__norank;_p__Proteobacteria;_c__Alphaproteobacteria;_o__Sphingomonadales;_f__Sphingomonadaceae;_g__norank_f__Sphingomonadaceae;_s__uncultured_bacterium_g__norank_f__Sphingomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU83,d__Bacteria;_k__norank;_p__Proteobacteria;_c__Gammaproteobacteria;_o__Pseudomonadales;_f__Moraxellaceae;_g__Perlucidibaca;_s__unclassified_g__Perlucidibaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU84,d__Bacteria;_k__norank;_p__Actinobacteria;_c__Actinobacteria;_o__Corynebacteriales;_f__Nocardiaceae;_g__Rhodococcus;_s__Rhodococcus_erythropolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU85,d__Bacteria;_k__norank;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Lachnospiraceae;_g__Lachnospiraceae_UCG-004;_s__unclassified_g__Lachnospiraceae_UCG-004,2,14,0,1,5,0,5,4,1,0,0,0,10,4,5
OTU86,d__Bacteria;_k__norank;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Ruminococcaceae;_g__unclassified_f__Ruminococcaceae;_s__unclassified_f__Ruminococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU87,d__Bacteria;_k__norank;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Porphyromonadaceae;_g__Butyricimonas;_s__unclassified_g__Butyricimonas,0,0,0,25,0,0,0,1,0,0,0,0,1,0,0
OTU89,d__Bacteria;_k__norank;_p__Firmicutes;_c__Negativicutes;_o__Selenomonadales;_f__Veillonellaceae;_g__Megamonas;_s__unclassified_g__Megamonas,20,249,1182,141,980,119,362,280,35,27,833,65,334,47,156
OTU90,d__Bacteria;_k__norank;_p__Tenericutes;_c__Mollicutes;_o__NB1-n;_f__norank_o__NB1-n;_g__norank_o__NB1-n;_s__uncultured_organism_g__norank_o__NB1-n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU91,d__Bacteria;_k__norank;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Ruminococcaceae;_g__unclassified_f__Ruminococcaceae;_s__unclassified_f__Ruminococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU92,d__Bacteria;_k__norank;_p__Proteobacteria;_c__Gammaproteobacteria;_o__Pseudomonadales;_f__Moraxellaceae;_g__norank_f__Moraxellaceae;_s__uncultured_Pseudomonadaceae_bacterium_g__norank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU93,d__Bacteria;_k__norank;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Ruminococcaceae;_g__Anaerotruncus;_s__unclassified_g__Anaerotruncus,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0
OTU94,d__Bacteria;_k__norank;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Ruminococcaceae;_g__Ruminiclostridium_9;_s__uncultured_organism_g__Ruminiclostridium_9,3,13,13,12,7,4,6,8,11,14,6,6,3,11,9
OTU95,d__Bacteria;_k__norank;_p__Bacteroidetes;_c__Flavobacteriia;_o__Flavobacteriales;_f__Flavobacteriaceae;_g__unclassified_f__Flavobacteriaceae;_s__unclassified_f__Flavobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU96,d__Bacteria;_k__norank;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Bacteroidaceae;_g__Bacteroides;_s__unclassified_g__Bacteroides,3,3,4,5,5,6,6,3,14,7,10,8,3,1,2
OTU97,d__Bacteria;_k__norank;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Family_XIII;_g__Family_XIII_AD3011_group;_s__unclassified_g__Family_XIII_AD3011_group,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
